"","dF/dx","Std. Err.","z","P>|z|"
"fam0017noemp.pct",0.0022132049907791,0.000680957205202692,3.25013814946025,0.00115348958683265
"famhh.married.as.pct",-0.0164355001063815,0.00320681664408002,-5.12517612652487,2.97259736110407e-07
"SNAP.cumulative",-1.33407310111797e-07,2.6380413014274e-08,-5.05705919159082,4.25771116673494e-07
"fampov0017.as.pct",-0.0166090643640579,0.0174420560639026,-0.952242344779026,0.340974090276381
"famsingleparent0017.mr.pct",-0.0797665047924793,0.0164444056882279,-4.85067726403647,1.23040613101448e-06
"fampov0017.wh.pct",-0.0324117633431547,0.0174250634685511,-1.86006572668453,0.0628762274668525
"famsingleparent0017.hi.pct",-0.00486720220310282,0.0013977347526441,-3.48220733146651,0.000497298493314761
"fampov0017",-8.23823197484244e-06,3.00648297759342e-06,-2.74015586858132,0.00614100536488944
"off2ref",3.69091132880683e-05,9.38478247530882e-06,3.93286827746679,8.39382393229194e-05
"famsingleparent0017.ot.pct",-0.0687194362521768,0.0163248689330903,-4.20949390367743,2.55943347895683e-05
"famhh.married.bl.pct",0.0132553595735773,0.00233751909346293,5.6706957434688,1.42218773727577e-08
"fampov0017.pi.pct",-0.0432179174917968,0.0192845853214005,-2.2410602443101,0.0250221729319303
"completeplumbing.pct",0.006158499084769,0.00582321382074141,1.05757735751233,0.290248169820105
"famhh.married.hi.pct",6.9459120101514e-05,0.00273556039842255,0.0253911849804404,0.979742942209303
"`Educably Mentally Handicapped`",0.0907208645645064,0.0349729959895028,2.59402610493354,0.00948592841426523
"pop2599nohs.pct",-0.00516414620648231,0.000807728260034934,-6.39342024043949,1.62215630146787e-10
"fam0017.as.pct",-0.0120101378574793,0.00519590183989153,-2.31146357794359,0.0208072627090905
"famsingleparent0017.wh.pct",-0.0617004939176038,0.0162988121179369,-3.78558225416331,0.000153349099146507
